"Låtens URI","Låtens namn","Artistens URI","Artistens namn","Albumets URI","Albumets namn","Albumartistens URI","Albumartistens namn","Albumets releasedatum","Albumets bild-URL","Skivnummer","Låtnummer","Låtlängd (ms)","Förhandsgranskning URL","Explicit","Popularitet","ISRC","Tillagd av","Tillagd vid","Artistens genrer","Dansbarhet","Energi","Tonart","Ljudstyrka","Läge","Talighet","Akustik","Instrumentalhet","Livlighet","Valens","Tempo","Taktart","Albumets genrer","Skivbolag","Upphovsrätt"
"spotify:track:5adb7lxWrRDNjrMmvfpKdX","Soy Chiro","spotify:artist:4KpvNaWNzv7uDdYxCwbEcU","Los Corrientes","spotify:album:1gCntxmi0d6gPfb2uFTv3j","Sexta Etapa","spotify:artist:4KpvNaWNzv7uDdYxCwbEcU","Los Corrientes","2014-10-04","https://i.scdn.co/image/ab67616d0000b273feff6bc4fd1181e5606692b5","1","3","222600","https://p.scdn.co/mp3-preview/41a552653ee601075ed62708ab5cbeb95fe47f38?cid=9950ac751e34487dbbe027c4fd7f8e99","true","33","ushm91433295","spotify:user:isak.sjoholm.","2025-07-18T13:19:29Z","latin indie","0.516","0.958","4","-3.871","0","0.204","0.349","0","0.358","0.537","69.646","4","","Los Corrientes","C 2014 Los Corrientes, P 2014 Los Corrientes"
"spotify:track:65V8Ylug8Z2uAHzZpyvNfR","Cuerpo a Cuerpo","spotify:artist:7svoDpV7jHqFXOKNMhL4Ip","Grupo Cariaco","spotify:album:7CPqtS8EnVxhqi9vpi7AtT","Bailables del Año (Vol. 19)","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Blandade Artister","2014-07-03","https://i.scdn.co/image/ab67616d0000b273bc4a1fba954379d1be7ae9e8","1","12","226250","","false","44","COF019500617","spotify:user:isak.sjoholm.","2025-07-18T13:19:29Z","salsa","0.584","0.891","9","-5.262","1","0.0365","0.462","0.000107","0.15","0.915","165.978","4","","Discos Fuentes","C 2014 Discos Fuentes Edimúsica S.A, P 2014 Discos Fuentes"
"spotify:track:0KhNE9Fmo0yK8WYWX4JtMy","Por Accidente","spotify:artist:4KpvNaWNzv7uDdYxCwbEcU","Los Corrientes","spotify:album:1gCntxmi0d6gPfb2uFTv3j","Sexta Etapa","spotify:artist:4KpvNaWNzv7uDdYxCwbEcU","Los Corrientes","2014-10-04","https://i.scdn.co/image/ab67616d0000b273feff6bc4fd1181e5606692b5","1","5","194000","https://p.scdn.co/mp3-preview/cb470af137f83fcc9d7df2a6c9a7d8b72ff33749?cid=9950ac751e34487dbbe027c4fd7f8e99","false","31","ushm91433297","spotify:user:isak.sjoholm.","2025-07-18T13:19:29Z","latin indie","0.671","0.882","6","-4.073","0","0.125","0.167","0.00155","0.0686","0.811","94.954","4","","Los Corrientes","C 2014 Los Corrientes, P 2014 Los Corrientes"
"spotify:track:6YaqyL5VcxARFDRiil0QxK","No Voy a Llorar - En Vivo","spotify:artist:6ROpkOxyzXCMzyaoI1kEXx","Gerardo Morán","spotify:album:6uqbqxZuq6ErlXjJqHQA4W","El Provinciano","spotify:artist:6ROpkOxyzXCMzyaoI1kEXx","Gerardo Morán","2014-07-01","https://i.scdn.co/image/ab67616d0000b273df8e60b0f2e5c98251bf8594","1","18","199733","https://p.scdn.co/mp3-preview/0d8aef6958bf9a36ca8cfa5b3cb7e392f942e044?cid=9950ac751e34487dbbe027c4fd7f8e99","false","33","QMFMG1471152","spotify:user:isak.sjoholm.","2025-07-18T13:19:29Z","chicha,electrocumbia,cumbia","0.707","0.814","11","-0.622","0","0.0286","0.0193","0.0000265","0.0522","0.733","144.899","4","","Meta/ Music Service","C (C) 2014 Music Service, P (P) 2014 Antara Music/Music Service"
"spotify:track:7HWhufDO0qNtBLIaJJQBKx","Si Me Vas Abandonar","spotify:artist:6qSkZrS7Xdje9DVRXlNmpE","Buddy Richard","spotify:album:5lzzZnsgWBicJn3kIF5duO","20 Canciones de Antología, Vol. 1","spotify:artist:6qSkZrS7Xdje9DVRXlNmpE","Buddy Richard","2014-01-01","https://i.scdn.co/image/ab67616d0000b273b2b5f5a46c1a1978d2187418","1","2","166905","https://p.scdn.co/mp3-preview/a50af4a000456b78769600e2ca7877068c2aeec5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","CLDG21400236","spotify:user:isak.sjoholm.","2025-07-18T13:19:29Z","latinamerikansk rock","0.555","0.435","9","-8.955","1","0.0414","0.0661","0.00000822","0.166","0.475","119.691","4","","Master Media","C 2014 Master Media, P 2014 Master Media"
"spotify:track:5Ww9vVUBuEdKbqbDpaNf0G","Talvez Hoy en Bici Te Vaya a Ver","spotify:artist:3EuxYSlJqnkPSr0adIH0kK","Alkaloides","spotify:album:1cH55NsLXAFR03BKhFVMG5","Alkaloides","spotify:artist:3EuxYSlJqnkPSr0adIH0kK","Alkaloides","2014-05-12","https://i.scdn.co/image/ab67616d0000b273fa82cb0fb158ef2853a3492b","1","2","227346","https://p.scdn.co/mp3-preview/d76b420087cfb7a29ad6240ee786591d407b300a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USHM21486837","spotify:user:isak.sjoholm.","2025-07-18T13:19:29Z","latin indie","0.511","0.805","0","-4.611","1","0.0412","0.761","0.00012","0.0994","0.306","170.023","4","","Alkaloides","C 2014 Alkaloides, P 2014 Alkaloides"
"spotify:track:2hOXG7M5jnDnzEYIF0eJaX","La Música","spotify:artist:6NIyDDyPBRTyPZ6ggjE8Rj","La Máquina Camaleón","spotify:album:7zn0KNPs9H9A1GheKYJc6l","Roja","spotify:artist:6NIyDDyPBRTyPZ6ggjE8Rj","La Máquina Camaleón","2014-01-01","https://i.scdn.co/image/ab67616d0000b27326da10b73ca471c46866a4e6","1","2","135875","https://p.scdn.co/mp3-preview/512cb60f1616b49d26a935335198bd2eb04b71b0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","SEYOK1508366","spotify:user:isak.sjoholm.","2025-07-18T13:19:29Z","latin indie","0.513","0.405","4","-7.338","0","0.0286","0.19","0","0.34","0.392","113.27","4","","Yo Reinaré Records","C 2019 Le, P 2019 Yo Reinaré Récords"
"spotify:track:20eq4hnkqcWsrCzkzAIKTy","Everybody Have Fun Tonight","spotify:artist:3FpYem9YTIOUOiu2u7cPWj","Celebration Collective","spotify:album:1M6SRc3132c8KpkwToU993","No.1 New Years Party 2014 - 30 Essential New Years Eve Anthems","spotify:artist:3FpYem9YTIOUOiu2u7cPWj","Celebration Collective","2014-10-24","https://i.scdn.co/image/ab67616d0000b273c802babb69576dbdd2ac9012","1","22","230853","https://p.scdn.co/mp3-preview/0e0f814e53ccddefafdcbcfa2888aa24401ee5ef?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","QMVRR1335780","spotify:user:isak.sjoholm.","2025-07-18T13:19:29Z","cha‑cha‑cha","0.823","0.598","9","-9.02","1","0.0564","0.629","0.0000412","0.181","0.732","128.864","4","","Celebration Collective","C (C) 2014 Celebration Collective"
"spotify:track:00lopN8UjPU58scvfgjSPK","Pushing On","spotify:artist:38Z7dMMVB0YYbKn4fDYNz3, spotify:artist:6RsLLSkSTcL4YrvgRcBTQd","Oliver Dollar, Jimi Jules","spotify:album:7DyRCoXF2BYUxX5E8WE2CU","Pushing On","spotify:artist:38Z7dMMVB0YYbKn4fDYNz3, spotify:artist:6RsLLSkSTcL4YrvgRcBTQd","Oliver Dollar, Jimi Jules","2014-08-25","https://i.scdn.co/image/ab67616d0000b273693d9ff067b3bed90eda3aab","1","1","163386","https://p.scdn.co/mp3-preview/82634ef487900f2c6fdc598002ca7662fea3a2c8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","1","GBCPZ1407609","spotify:user:isak.sjoholm.","2025-07-18T13:19:29Z","melodisk techno","0.741","0.822","6","-4.475","0","0.0428","0.00297","0.00215","0.232","0.717","122.006","4","","Ultra Records, LLC","P (P) 2014 Defected Records Limited under exclusive license to Ultra Records, LLC"
"spotify:track:3N462KNT5QfC0DlbIMpkKW","A Donde Vas","spotify:artist:5Watafqq9HVhdnxNnb7oS3","Aché Cubano","spotify:album:22gz98yUA9qZpGvLw26QIh","Andar la Habana","spotify:artist:5Watafqq9HVhdnxNnb7oS3","Aché Cubano","2014-04-18","https://i.scdn.co/image/ab67616d0000b2735efaefde29ad4c51b41b0d99","1","1","290500","https://p.scdn.co/mp3-preview/53f32f2071116af2d3934423d8984256f6d29e9a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","32","NLD231400091","spotify:user:isak.sjoholm.","2025-07-18T13:19:29Z","salsa,timba,son cubano,salsa choke","0.77","0.633","1","-7.554","1","0.046","0.455","0.000456","0.0981","0.845","167.884","4","","CasaMusiq","C 2014 Onnis Bonet Diaz/Ranphrey Domitilia, P 2014 CasaMusiq"
